parent,tm_freeh_HOMO(eV),tm_freeh_LUMO(eV),tm_freeh_HLgap(eV),smiles,inchikey,mol,inchikey_short,parent_alk,tm_freeh_HOMO(eV)_alk,tm_freeh_LUMO(eV)_alk,tm_freeh_HLgap(eV)_alk,smiles_alk,inchikey_alk,mol_alk,parent_rad,tm_freeh_HOMO(eV)_rad,tm_freeh_LUMO(eV)_rad,tm_freeh_HLgap(eV)_rad,smiles_rad,inchikey_rad,mol_rad,rad_br,rad_alk,C_tm_water_nmr_iso,C_tm_water_charge_mulliken,C_tm_water_charge_loewdin,C_tm_water_charge_paboon,C_tm_water_charge_fasm,C_tm_water_nucleophilic_mulliken,C_tm_water_nucleophilic_loewdin,C_tm_water_nucleophilic_paboon,C_tm_water_nucleophilic_fasm,C_tm_water_electrophilic_mulliken,C_tm_water_electrophilic_loewdin,C_tm_water_electrophilic_paboon,C_tm_water_electrophilic_fasm,C_tm_water_radical_mulliken,C_tm_water_radical_loewdin,C_tm_water_radical_paboon,C_tm_water_radical_fasm,Br_tm_water_nmr_iso,Br_tm_water_charge_mulliken,Br_tm_water_charge_loewdin,Br_tm_water_charge_paboon,Br_tm_water_charge_fasm,Br_tm_water_nucleophilic_mulliken,Br_tm_water_nucleophilic_loewdin,Br_tm_water_nucleophilic_paboon,Br_tm_water_nucleophilic_fasm,Br_tm_water_electrophilic_mulliken,Br_tm_water_electrophilic_loewdin,Br_tm_water_electrophilic_paboon,Br_tm_water_electrophilic_fasm,Br_tm_water_radical_mulliken,Br_tm_water_radical_loewdin,Br_tm_water_radical_paboon,Br_tm_water_radical_fasm
IAAUGSYGHOFWEW-UHFFFAOYNA-N,-8.49328,-0.26131,8.23196,[H]c1nc2c(C([H])([H])Br)c([H])c([H])c([H])c2c([H])c1[H],IAAUGSYGHOFWEW-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121640>,IAAUGSYGHOFWEW,IAAUGSYGHOFWEW-UHFFFAOYNA-N,-8.21637,0.17658,8.39295,[H]c1nc2c(C([H])([H])[H])c([H])c([H])c([H])c2c([H])c1[H],JRLTTZUODKEYDH-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f81c0>,IAAUGSYGHOFWEW-UHFFFAOYNA-N,-6.95125,-0.73901,6.21224,[H][C]([H])c1c([H])c([H])c([H])c2c([H])c([H])c([H])nc12,BXOYEUNAOWNSOC-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75acf40>,0.021875316090245178,0.019920958970033098,142.01615298,-0.16909,-0.24375,-0.1152,0.018851491,0.0097,0.0256,0.0371,0.0328,-0.0048,0.0036,0.0011,0.0287,0.0025,0.0146,0.0191,0.0307,2133.47680168,-0.17953,-0.04784,-0.1208,-0.187005255,0.1212,0.1156,0.1046,0.1349,0.1707,0.1649,0.1678,0.174,0.1459,0.1403,0.1362,0.1544
IANRVXMUYOCEIY-UHFFFAOYNA-N,-9.83551,-0.42599,9.40952,[H]c1c([H])c(C([H])([H])Br)c([H])c(S(=O)(=O)F)c1[H],IANRVXMUYOCEIY-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71216a0>,IANRVXMUYOCEIY,IANRVXMUYOCEIY-UHFFFAOYNA-N,-9.72123,-0.09443,9.6268,[H]c1c([H])c(C([H])([H])[H])c([H])c(S(=O)(=O)F)c1[H],FLCUZUIABCLFMQ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f83a0>,IANRVXMUYOCEIY-UHFFFAOYNA-N,-8.01639,-1.34697,6.66942,[H][C]([H])c1c([H])c([H])c([H])c(S(=O)(=O)F)c1[H],ZOBNIWKFKRKXJV-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75acfa0>,0.0241624288901221,0.02376730703008434,140.30024858,-0.20195,-0.24754,-0.125,0.029241229,0.0149,0.0317,0.0486,0.0334,0.0006,0.0142,0.0072,0.0355,0.0077,0.023,0.0279,0.0344,2089.31601757,-0.14665,-0.01822,-0.0922,-0.142449797,0.1335,0.1283,0.1086,0.1505,0.3544,0.354,0.3598,0.3364,0.244,0.2411,0.2342,0.2434
IFNMJBFIRKAQBT-UHFFFAOYNA-N,-8.71778,0.58038,9.29816,[H]c1c([H])c(C([H])([H])Br)c([H])c([H])c1OC([H])(F)F,IFNMJBFIRKAQBT-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121700>,IFNMJBFIRKAQBT,IFNMJBFIRKAQBT-UHFFFAOYNA-N,-8.42625,1.46377,9.89002,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1OC([H])(F)F,DJDQNISEJVPQCS-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f8280>,IFNMJBFIRKAQBT-UHFFFAOYNA-N,-7.00235,-0.4771,6.52525,[H][C]([H])c1c([H])c([H])c(OC([H])(F)F)c([H])c1[H],FQIXRCHAVGDBEE-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75b2040>,0.024951463950401376,0.02228786046998721,137.93635766,-0.20279,-0.24346,-0.1173,0.021406966,0.0431,0.0943,0.131,0.0596,-0.0011,0.0059,0.0025,0.0311,0.021,0.0501,0.0668,0.0454,2106.39804323,-0.18005,-0.05227,-0.1193,-0.17955599,0.2713,0.2672,0.2233,0.2856,0.2083,0.2035,0.2053,0.2113,0.2398,0.2354,0.2143,0.2484
IKPSIIAXIDAQLG-UHFFFAOYNA-N,-9.51969,2.02425,11.54394,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,IKPSIIAXIDAQLG-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121760>,IKPSIIAXIDAQLG,IKPSIIAXIDAQLG-UHFFFAOYNA-N,-10.23762,3.69117,13.92879,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],RSJKGSCJYJTIGS-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f8400>,IKPSIIAXIDAQLG-UHFFFAOYNA-N,-7.64524,0.84491,8.49016,[H][C]([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],FDHAZFBPIXYVRC-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75b20a0>,0.04694436094041521,0.04193083543003695,134.74438034,-0.21299,-0.25929,-0.0704,0.019963199,-0.0198,0.2279,0.2342,0.1181,-0.0177,0.0244,0.0115,0.0416,-0.0188,0.1262,0.1228,0.0799,2385.53020593,-0.18685,-0.04714,-0.1094,-0.185055948,0.4568,0.4369,0.3557,0.4667,0.3529,0.3549,0.3634,0.3231,0.4049,0.3959,0.3596,0.3949
IKSNDOVDVVPSMA-UHFFFAOYNA-N,-9.4578,0.04219,9.49999,[H]c1c([H])c(C([H])([H])Br)c([H])c([H])c1C(F)(F)F,IKSNDOVDVVPSMA-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71217c0>,IKSNDOVDVVPSMA,IKSNDOVDVVPSMA-UHFFFAOYNA-N,-9.23606,0.90688,10.14294,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1C([H])([H])[H],LRLRAYMYEXQKID-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f8460>,IKSNDOVDVVPSMA-UHFFFAOYNA-N,-7.64487,-1.08104,6.56383,[H][C]([H])c1c([H])c([H])c(C(F)(F)F)c([H])c1[H],RCPAOIDTXJEWMQ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75b2100>,0.024271265200241032,0.022962652410001283,139.7955015,-0.20313,-0.24632,-0.1217,0.025352471,0.0363,0.0692,0.1001,0.0519,0.0004,0.0122,0.0068,0.0352,0.0184,0.0407,0.0534,0.0436,2099.01936261,-0.1592,-0.02996,-0.0995,-0.158395288,0.2281,0.2247,0.1888,0.2437,0.3214,0.3198,0.3246,0.3096,0.2747,0.2722,0.2567,0.2767
ILYCFBCRGRUHEX-UHFFFAOYNA-N,-9.07819,2.04711,11.1253,[H]C([H])(Br)C1([H])C([H])([H])C([H])([H])C2(OC([H])([H])C([H])([H])O2)C([H])([H])C1([H])[H],ILYCFBCRGRUHEX-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121820>,ILYCFBCRGRUHEX,ILYCFBCRGRUHEX-UHFFFAOYNA-N,-8.90381,3.52425,12.42806,[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C2(OC([H])([H])C([H])([H])O2)C([H])([H])C1([H])[H],VBUPAIUJQXLIBZ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f8580>,ILYCFBCRGRUHEX-UHFFFAOYNA-N,-7.65142,0.75063,8.40205,[H][C]([H])C1([H])C([H])([H])C([H])([H])C2(OC([H])([H])C([H])([H])O2)C([H])([H])C1([H])[H],XFTZRIUQYZKFOR-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75b2160>,0.04805685365045065,0.04311312042005966,132.87495796,-0.17443,-0.25311,-0.078,0.01328625,-0.0217,0.1898,0.2142,0.0755,-0.0103,0.0053,0.0013,0.0156,-0.016,0.0975,0.1078,0.0455,2377.91989849,-0.16857,-0.03407,-0.1045,-0.176074285,0.4332,0.409,0.3406,0.4401,0.1483,0.1475,0.1512,0.1435,0.2907,0.2782,0.2459,0.2918
INHNSIVIOWOLQP-UHFFFAOYNA-N,-9.39904,-0.00852,9.39052,[H]O[C@@]([H])(c1c([H])c([H])c(C#N)c([H])c1[H])C([H])([H])Br,INHNSIVIOWOLQP-SECBINFHNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121880>,INHNSIVIOWOLQP,INHNSIVIOWOLQP-UHFFFAOYNA-N,-9.21752,0.16345,9.38097,[H]O[C@@]([H])(c1c([H])c([H])c(C#N)c([H])c1[H])C([H])([H])[H],XGAVOODMMBMCKV-SSDOTTSWNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f84c0>,INHNSIVIOWOLQP-UHFFFAOYNA-N,-8.62664,-0.38862,8.23802,[H]O[C@]([H])([C]([H])[H])c1c([H])c([H])c(C#N)c([H])c1[H],QKGXSYNVHFSCBH-SSDOTTSWNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75b21c0>,0.048667758330338984,0.046805195330080096,137.2156726,-0.20388,-0.27125,-0.1098,0.019383715,-0.0044,0.0073,0.0052,0.0133,-0.0098,0.0075,0.0019,0.0246,-0.0071,0.0074,0.0036,0.0189,2382.19726082,-0.13567,0.00609,-0.0745,-0.131364427,0.0269,0.023,0.0205,0.0588,0.1643,0.1627,0.1642,0.1758,0.0956,0.0929,0.0924,0.1173
INHZMDFMSBKUEF-UHFFFAOYNA-N,-9.4318,-0.58483,8.84697,[H]c1c([H])c(C([H])([H])[H])c([N+](=O)[O-])c(C([H])([H])Br)c1[H],INHZMDFMSBKUEF-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71218e0>,INHZMDFMSBKUEF,INHZMDFMSBKUEF-UHFFFAOYNA-N,-9.20375,-0.33616,8.86759,[H]c1c([H])c(C([H])([H])[H])c([N+](=O)[O-])c(C([H])([H])[H])c1[H],HDFQKJQEWGVKCQ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f8640>,INHZMDFMSBKUEF-UHFFFAOYNA-N,-7.70314,-1.28087,6.42228,[H][C]([H])c1c([H])c([H])c([H])c(C([H])([H])[H])c1[N+](=O)[O-],IZCGICNACHSSFD-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75b2220>,0.024910030419960094,0.025089863809967028,142.36350095,-0.20044,-0.25793,-0.1344,0.028059595,-0.0036,0.0228,0.0349,0.0322,-0.0102,0.0059,0.0042,0.0262,-0.0069,0.0143,0.0195,0.0292,2149.07019655,-0.1474,-0.02102,-0.0891,-0.126743224,0.1149,0.1062,0.0939,0.1416,0.2011,0.1964,0.2005,0.1963,0.158,0.1513,0.1472,0.169
IOKGWQZQCNXXLD-KZFATGLANA-N,-9.22191,2.00925,11.23115,[H]N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])Br,IOKGWQZQCNXXLD-KZFATGLANA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121940>,IOKGWQZQCNXXLD,IOKGWQZQCNXXLD-KZFATGLANA-N,-8.98996,3.43975,12.42971,[H]N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],VBUWHAJDOUIJMV-BGGKNDAXNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f8520>,IOKGWQZQCNXXLD-KZFATGLANA-N,-7.6949,0.66046,8.35536,[H][C]([H])C([H])([H])C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],RXPDETWEKUTNIB-BGGKNDAXNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75b2280>,0.04780924947044696,0.04299973684999259,140.0815975,-0.24513,-0.26731,-0.0818,0.012966435,-0.0267,0.1724,0.1871,0.0599,-0.0227,0.0042,-0.0075,0.0273,-0.0247,0.0883,0.0898,0.0436,2334.54011563,-0.17026,-0.0372,-0.0966,-0.182352206,0.4128,0.3878,0.3232,0.4204,0.238,0.2337,0.2411,0.2232,0.3254,0.3107,0.2822,0.3218
IOOHBIFQNQQUFI-UHFFFAOYNA-N,-8.48283,-0.34016,8.14267,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C(=O)C([H])([H])Br)c1[H],IOOHBIFQNQQUFI-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71219a0>,IOOHBIFQNQQUFI,IOOHBIFQNQQUFI-UHFFFAOYNA-N,-8.36395,0.18964,8.55359,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C(=O)C([H])([H])[H])c1[H],BAYUSCHCCGXLAY-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f8700>,IOOHBIFQNQQUFI-UHFFFAOYNA-N,-8.27943,-1.50487,6.77456,[H][C]([H])C(=O)c1c([H])c([H])c([H])c(OC([H])([H])[H])c1[H],HIODCWVKYKNYNC-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75b22e0>,0.030835565270081133,0.032715368620074514,148.71813607,-0.22928,-0.29115,-0.1731,0.036344093,0.01,0.0302,0.0373,0.0497,-0.0134,0.0077,0.0009,0.0208,-0.0017,0.0189,0.0191,0.0352,2187.82704354,-0.10997,0.02547,-0.0448,-0.103494209,0.1566,0.1522,0.1342,0.1784,0.1041,0.0991,0.0995,0.1102,0.1304,0.1256,0.1168,0.1443
IQTBMXJVMUSGSL-UHFFFAOYNA-N,-8.38432,0.47514,8.85946,[H]c1c(F)c(OC([H])([H])[H])c(F)c([H])c1C([H])([H])Br,IQTBMXJVMUSGSL-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121a00>,IQTBMXJVMUSGSL,IQTBMXJVMUSGSL-UHFFFAOYNA-N,-8.63341,1.37025,10.00367,[H]c1c(F)c(OC([H])([H])[H])c(F)c([H])c1C([H])([H])[H],LLLKVANSXIBZRR-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f85e0>,IQTBMXJVMUSGSL-UHFFFAOYNA-N,-7.00531,-0.64117,6.36414,[H][C]([H])c1c([H])c(F)c(OC([H])([H])[H])c(F)c1[H],XQFFGMXDYJAIDP-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75b2340>,0.023941913700582518,0.023035674200059475,137.92571671,-0.20564,-0.24314,-0.1145,0.022229196,0.0427,0.0975,0.1313,0.0606,-0.0016,0.0034,0.0,0.0262,0.0206,0.0505,0.0656,0.0434,2102.71585457,-0.17812,-0.0512,-0.1188,-0.178258936,0.2792,0.2746,0.2301,0.2934,0.141,0.1349,0.1356,0.1494,0.2101,0.2047,0.1828,0.2214
IRICHAOGAOFEQI-UHFFFAOYNA-N,-9.2829,0.33931,9.62221,[H]c1c([H])c([H])c([C@@]([H])(Br)C(F)(F)F)c([H])c1[H],IRICHAOGAOFEQI-SSDOTTSWNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121a60>,IRICHAOGAOFEQI,IRICHAOGAOFEQI-UHFFFAOYNA-N,-9.14591,1.26016,10.40607,[H]c1c([H])c([H])c(C([H])([H])C(F)(F)F)c([H])c1[H],AVSVJSGDSPDFLH-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f8760>,IRICHAOGAOFEQI-UHFFFAOYNA-N,-7.85518,-1.33208,6.5231,[H][C](c1c([H])c([H])c([H])c([H])c1[H])C(F)(F)F,PFSGUFYCNKITHK-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75b23a0>,0.021117563170264475,0.025408105920064372,123.70472382,-0.26285,-0.21094,-0.1516,0.0,0.0088,0.0754,0.1199,0.0,-0.0224,0.0003,-0.004,0.0,-0.0068,0.0379,0.058,0.0,1993.23637157,-0.074,0.03734,-0.0407,-0.087531196,0.294,0.2752,0.2481,0.2803,0.2513,0.2428,0.2482,0.2311,0.2727,0.259,0.2481,0.2557
IRQSKJQDKUAART-UHFFFAOYNA-N,-9.42224,-0.30923,9.11301,[H]c1nc(C([H])([H])Br)c([H])c([H])c1C(=O)OC([H])([H])[H],IRQSKJQDKUAART-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121ac0>,IRQSKJQDKUAART,IRQSKJQDKUAART-UHFFFAOYNA-N,-9.24627,0.27643,9.5227,[H]c1nc(C([H])([H])[H])c([H])c([H])c1C(=O)OC([H])([H])[H],VYPPZXZHYDSBSJ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f86a0>,IRQSKJQDKUAART-UHFFFAOYNA-N,-7.80031,-1.38751,6.4128,[H][C]([H])c1nc([H])c(C(=O)OC([H])([H])[H])c([H])c1[H],DOQDFQMSDAYBNM-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75b2400>,0.024667933150340104,0.024352453100050298,139.118108,-0.1709,-0.2584,-0.1164,0.027029984,0.025,0.0401,0.0564,0.0395,-0.0125,0.016,0.0076,0.0296,0.0062,0.0281,0.032,0.0345,2133.80913839,-0.1464,-0.01196,-0.0751,-0.145522161,0.1611,0.1584,0.1373,0.1765,0.2388,0.2322,0.2379,0.2308,0.1999,0.1953,0.1876,0.2037
IRQUWHXXVJARBK-UHFFFAOYNA-N,-9.77566,-0.24038,9.53528,[H]c1nc(C(F)(F)F)c([H])c([H])c1C([H])([H])Br,IRQUWHXXVJARBK-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121b20>,IRQUWHXXVJARBK,IRQUWHXXVJARBK-UHFFFAOYNA-N,-9.62661,0.45122,10.07783,[H]c1nc(C(F)(F)F)c([H])c([H])c1C([H])([H])[H],HALCBPJUGWBVBU-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f8820>,IRQUWHXXVJARBK-UHFFFAOYNA-N,-7.95949,-1.34565,6.61384,[H][C]([H])c1c([H])nc(C(F)(F)F)c([H])c1[H],ZFJBOQMVXPQVTM-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75b2460>,0.02380073539006844,0.023382262410109433,142.74224939,-0.20052,-0.248,-0.1143,0.029600866,0.0308,0.057,0.0804,0.0485,-0.0108,0.0196,0.014,0.0353,0.01,0.0383,0.0472,0.0419,2090.84872648,-0.14457,-0.01592,-0.0804,-0.140231504,0.2073,0.2031,0.1734,0.2245,0.342,0.3389,0.3458,0.3218,0.2746,0.271,0.2596,0.2731
ISCXPRVQNSOSNL-UHFFFAOYNA-N,-7.96852,1.5666,9.53512,[H]c1c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c1OC([H])([H])C([H])([H])Br,ISCXPRVQNSOSNL-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121b80>,ISCXPRVQNSOSNL,ISCXPRVQNSOSNL-UHFFFAOYNA-N,-7.67986,1.84944,9.5293,[H]c1c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c1OC([H])([H])C([H])([H])[H],JROKZJTUJMANQI-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f8880>,ISCXPRVQNSOSNL-UHFFFAOYNA-N,-7.69691,0.27223,7.96914,[H][C]([H])C([H])([H])Oc1c([H])c([H])c(C([H])([H])[H])c(C([H])([H])[H])c1[H],IMYWLXCCPURPHW-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75b24c0>,0.0456340277705749,0.042680486940071205,146.92029471,-0.26173,-0.29111,-0.1237,0.021827719,0.0006,0.0922,0.1156,0.0427,-0.0108,0.0067,0.005,0.0179,-0.0051,0.0495,0.0603,0.0303,2424.97307012,-0.14789,-0.00279,-0.0786,-0.139271536,0.2263,0.2169,0.1645,0.2339,0.0651,0.0566,0.0574,0.069,0.1457,0.1367,0.111,0.1515
IVKAPFWKLFIYCG-UHFFFAOYNA-N,-8.77826,0.36266,9.14092,[H]c1c([H])c(OC([H])([H])C([H])([H])Br)c([H])c([H])c1C#N,IVKAPFWKLFIYCG-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121be0>,IVKAPFWKLFIYCG,IVKAPFWKLFIYCG-UHFFFAOYNA-N,-8.50257,0.59281,9.09538,[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c([H])c1C#N,PJRLUGQMEZZDIY-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f8940>,IVKAPFWKLFIYCG-UHFFFAOYNA-N,-8.50688,-0.27166,8.23522,[H][C]([H])C([H])([H])Oc1c([H])c([H])c(C#N)c([H])c1[H],LBPWWJDXTVDDBQ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75b2520>,0.04416698012028064,0.04279151760010791,148.131062,-0.26271,-0.29087,-0.1256,0.025556825,-0.0055,0.0222,0.0351,0.0165,-0.0117,0.0106,0.0064,0.0215,-0.0086,0.0164,0.0208,0.019,2412.41716916,-0.13629,0.00694,-0.0716,-0.125837754,0.0756,0.0691,0.0479,0.0799,0.1173,0.1093,0.1122,0.117,0.0964,0.0892,0.08,0.0985
IYMOSNWHEULEDH-UHFFFAOYNA-N,-9.70986,-0.76764,8.94223,[H]c1c(F)c(C([H])([H])Br)c(F)c([H])c1C#N,IYMOSNWHEULEDH-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121c40>,IYMOSNWHEULEDH,IYMOSNWHEULEDH-UHFFFAOYNA-N,-9.522,-0.16764,9.35436,[H]c1c(F)c(C([H])([H])[H])c(F)c([H])c1C#N,AIHPFQMICHSKGT-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f88e0>,IYMOSNWHEULEDH-UHFFFAOYNA-N,-7.94582,-1.72733,6.21849,[H][C]([H])c1c(F)c([H])c(C#N)c([H])c1F,KNSAQGLJQUJVST-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75b2580>,0.021641347280365153,0.02248963926012948,154.06708741,-0.19906,-0.25016,-0.1106,0.036066039,0.0206,0.0403,0.0573,0.0422,-0.0196,0.0104,0.0029,0.0317,0.0005,0.0254,0.0301,0.037,2129.68617811,-0.13074,-0.00846,-0.0778,-0.127953606,0.1685,0.1632,0.1405,0.1768,0.268,0.265,0.2697,0.251,0.2182,0.2141,0.2051,0.2139
IZIJRYNUYQXBPG-UHFFFAOYNA-N,-9.5984,1.89028,11.48868,[H]C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,IZIJRYNUYQXBPG-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121ca0>,IZIJRYNUYQXBPG,IZIJRYNUYQXBPG-UHFFFAOYNA-N,-9.6916,2.31733,12.00893,[H]C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],JGHZJRVDZXSNKQ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f8a60>,IZIJRYNUYQXBPG-UHFFFAOYNA-N,-7.73164,0.65401,8.38565,[H][C]([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])([H])[H],ZEBGDJHHSNJDLA-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75b25e0>,0.04880399619014497,0.04230938143001595,138.98112137,-0.26773,-0.26812,-0.0897,0.014936117,-0.0001,0.1192,0.1465,0.0477,-0.0151,0.0168,0.0055,0.0293,-0.0076,0.068,0.076,0.0385,2333.07419373,-0.16458,-0.03336,-0.0976,-0.165874493,0.2824,0.2646,0.2108,0.2793,0.3417,0.3417,0.3533,0.3005,0.312,0.3031,0.2821,0.2899
JBISLHJJABQJNR-UHFFFAOYNA-N,-8.01844,1.52856,9.547,[H]c1c([H])c(C([H])([H])[H])c(OC([H])([H])C([H])([H])Br)c([H])c1C([H])([H])[H],JBISLHJJABQJNR-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121d00>,JBISLHJJABQJNR,JBISLHJJABQJNR-UHFFFAOYNA-N,-7.73804,1.81477,9.55281,[H]c1c([H])c(C([H])([H])[H])c(OC([H])([H])C([H])([H])[H])c([H])c1C([H])([H])[H],XSAPEGKIPBRSOE-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f89a0>,JBISLHJJABQJNR-UHFFFAOYNA-N,-7.77341,0.2166,7.99001,[H][C]([H])C([H])([H])Oc1c([H])c(C([H])([H])[H])c([H])c([H])c1C([H])([H])[H],JFNSTWUQEJUDRM-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75b2640>,0.045565839530354424,0.04270943997005361,146.81995965,-0.26142,-0.29058,-0.1229,0.020102998,-0.0068,0.09,0.1094,0.0447,-0.0108,0.0063,0.0046,0.0204,-0.0088,0.0482,0.057,0.0325,2423.65327419,-0.14677,-0.00209,-0.0776,-0.138292693,0.2223,0.2117,0.1604,0.2296,0.0631,0.0548,0.0557,0.0665,0.1427,0.1333,0.108,0.1481
